Province/State,Country/Region,Lat,Long,Date,Confirmed,no_of_deaths,Recovered,Active,WHO Region,Total,Month,4days_avg,Difference,diff_death_and_recovered
Unknown,Cote d'Ivoire,7.54,-5.5471,2020-05-28,2641,32,1326,1283,Africa,5282,5,601787.0,-2379785.0,1294
Unknown,Sri Lanka,7.873054,80.77179699999998,2020-04-13,217,7,56,154,South-East Asia,434,4,596506.25,-2424.0,49
Aruba,Netherlands,12.5211,-69.9683,2020-03-06,0,0,0,0,Europe,0,3,596321.0,-217.0,0
Unknown,Germany,51.165691,10.451526,2020-03-25,37323,206,3547,33570,Europe,74646,3,10045.25,37323.0,3341
Unknown,El Salvador,13.7942,-88.8965,2020-02-23,0,0,0,0,Americas,0,2,9385.0,-37323.0,0
New South Wales,Australia,-33.8688,151.2093,2020-04-24,2982,33,2056,893,Western Pacific,5964,4,10076.25,2982.0,2023
Chongqing,China,30.0572,107.874,2020-04-14,579,6,570,3,Western Pacific,1158,4,10221.0,-2403.0,564
Unknown,Somalia,5.152149,46.199616,2020-02-16,0,0,0,0,Eastern Mediterranean,0,2,890.25,-579.0,0
Reunion,France,-21.1151,55.5364,2020-04-16,394,0,237,157,Europe,788,4,988.75,394.0,237
Unknown,Cambodia,11.55,104.9167,2020-03-17,33,0,1,32,Western Pacific,66,3,251.5,-361.0,1
New Caledonia,France,-20.904305,165.618042,2020-05-29,19,0,18,1,Europe,38,5,111.5,-14.0,18
Australian Capital Territory,Australia,-35.4735,149.0124,2020-06-01,107,3,104,0,Western Pacific,214,6,138.25,88.0,101
Unknown,Malawi,-13.2543,34.3015,2020-05-30,279,4,42,233,Africa,558,5,109.5,172.0,38
Prince Edward Island,Canada,46.5107,-63.4168,2020-06-24,27,0,0,27,Americas,54,6,108.0,-252.0,0
Unknown,Angola,-11.2027,17.8739,2020-02-14,0,0,0,0,Africa,0,2,103.25,-27.0,0
Faroe Islands,Denmark,61.8926,-6.9118,2020-07-08,188,0,188,0,Europe,376,7,123.5,188.0,188
Unknown,South Korea,35.90775700000001,127.766922,2020-03-12,7869,66,333,7470,Western Pacific,15738,3,2021.0,7681.0,267
Greenland,Greenland,71.7069,-42.6043,2020-05-03,11,0,11,0,Europe,22,5,2017.0,-7858.0,11
Unknown,Venezuela,6.4238,-66.5897,2020-04-29,331,10,142,179,Americas,662,4,2099.75,320.0,132
Aruba,Netherlands,12.5211,-69.9683,2020-05-12,101,3,89,9,Europe,202,5,2078.0,-230.0,86
Unknown,Bhutan,27.5142,90.4336,2020-01-25,0,0,0,0,South-East Asia,0,1,110.75,-101.0,0
Unknown,Western Sahara,24.2155,-12.8858,2020-03-26,0,0,0,0,Africa,0,3,108.0,0.0,0
Unknown,Comoros,-11.6455,43.3333,2020-07-26,354,7,328,19,Africa,708,7,113.75,354.0,321
Isle of Man,United Kingdom,54.2361,-4.5481,2020-04-23,307,16,221,70,Europe,614,4,165.25,-47.0,205
Unknown,Finland,61.92411,25.748151,2020-07-14,7301,329,6800,172,Europe,14602,7,1990.5,6994.0,6471
New South Wales,Australia,-33.8688,151.2093,2020-04-14,2870,25,4,2841,Western Pacific,5740,4,2708.0,-4431.0,-21
Unknown,Austria,47.5162,14.5501,2020-02-11,0,0,0,0,Europe,0,2,2619.5,-2870.0,0
Unknown,Uzbekistan,41.377491,64.585262,2020-06-18,5767,19,4166,1582,Europe,11534,6,3984.5,5767.0,4147
Unknown,Jamaica,18.1096,-77.2975,2020-07-02,715,10,560,145,Americas,1430,7,2338.0,-5052.0,550
St Martin,France,18.0708,-63.0501,2020-04-01,15,1,2,12,Europe,30,4,1624.25,-700.0,1
Unknown,Andorra,42.5063,1.5218,2020-04-28,743,41,398,304,Europe,1486,4,1810.0,728.0,357
Unknown,United Kingdom,55.3781,-3.4360000000000004,2020-02-21,23,0,8,15,Europe,46,2,374.0,-720.0,8
Chongqing,China,30.0572,107.874,2020-03-01,576,6,450,120,Western Pacific,1152,3,339.25,553.0,444
Unknown,Zambia,-13.133897,27.849332,2020-04-02,39,1,0,38,Africa,78,4,345.25,-537.0,-1
Unknown,Western Sahara,24.2155,-12.8858,2020-05-03,6,0,5,1,Africa,12,5,161.0,-33.0,5
Unknown,Namibia,-22.9576,18.4904,2020-04-21,16,0,6,10,Africa,32,4,159.25,10.0,6
Unknown,Trinidad and Tobago,10.6918,-61.2225,2020-06-15,123,8,109,6,Americas,246,6,46.0,107.0,101
Northern Territory,Australia,-12.4634,130.8456,2020-04-13,28,0,2,26,Western Pacific,56,4,43.25,-95.0,2
Unknown,Iceland,64.9631,-19.0208,2020-05-09,1801,10,1773,18,Europe,3602,5,492.0,1773.0,1763
Unknown,Oman,21.512583,55.92325500000001,2020-03-01,6,0,1,5,Eastern Mediterranean,12,3,489.5,-1795.0,1
Unknown,Ireland,53.1424,-7.6921,2020-04-13,10647,365,25,10257,Europe,21294,4,3120.5,10641.0,-340
Unknown,South Sudan,6.877000000000002,31.307,2020-02-03,0,0,0,0,Africa,0,2,3113.5,-10647.0,0
Unknown,Denmark,56.2639,9.5018,2020-07-27,13547,613,12417,517,Europe,27094,7,6050.0,13547.0,11804
Nova Scotia,Canada,44.682,-63.7443,2020-01-30,0,0,0,0,Americas,0,1,6048.5,-13547.0,0
Unknown,Ireland,53.1424,-7.6921,2020-04-10,8089,287,25,7777,Europe,16178,4,5409.0,8089.0,-262
Unknown,Namibia,-22.9576,18.4904,2020-06-16,34,0,18,16,Africa,68,6,5417.5,-8055.0,18
Montserrat,United Kingdom,16.742498,-62.187366,2020-05-14,11,1,8,2,Europe,22,5,2033.5,-23.0,7
Beijing,China,40.1824,116.4142,2020-05-23,593,9,581,3,Western Pacific,1186,5,2181.75,582.0,572
Tibet,China,31.6927,88.0924,2020-04-13,1,0,1,0,Western Pacific,2,4,159.75,-592.0,1
Unknown,Montenegro,42.708678000000006,19.37439,2020-03-15,0,0,0,0,Europe,0,3,151.25,-1.0,0
Unknown,Andorra,42.5063,1.5218,2020-04-06,525,21,31,473,Europe,1050,4,279.75,525.0,10
Unknown,Congo (Kinshasa),-4.0383,21.7587,2020-05-15,1298,50,212,1036,Africa,2596,5,456.0,773.0,162
Unknown,Somalia,5.152149,46.199616,2020-05-15,1284,53,135,1096,Eastern Mediterranean,2568,5,776.75,-14.0,82
Unknown,Guyana,4.860416000000002,-58.93018000000001,2020-02-12,0,0,0,0,Americas,0,2,776.75,-1284.0,0
Unknown,Bolivia,-16.2902,-63.5887,2020-06-04,12245,415,1658,10172,Americas,24490,6,3706.75,12245.0,1243
Unknown,Japan,36.204824,138.252924,2020-07-18,24946,986,19211,4749,Western Pacific,49892,7,9618.75,12701.0,18225
Unknown,Lebanon,33.8547,35.8623,2020-02-12,0,0,0,0,Eastern Mediterranean,0,2,9297.75,-24946.0,0
Unknown,United Arab Emirates,23.424076,53.847818,2020-06-28,47797,313,36411,11073,Eastern Mediterranean,95594,6,21247.0,47797.0,36098
Unknown,Comoros,-11.6455,43.3333,2020-07-22,337,7,319,11,Africa,674,7,18270.0,-47460.0,312
Victoria,Australia,-37.8136,144.9631,2020-04-19,1328,14,1172,142,Western Pacific,2656,4,12365.5,991.0,1158
St Martin,France,18.0708,-63.0501,2020-03-06,0,0,0,0,Europe,0,3,12365.5,-1328.0,0
Unknown,Germany,51.165691,10.451526,2020-07-26,206667,9124,190055,7488,Europe,413334,7,52083.0,206667.0,180931
Shanxi,China,37.5777,112.2922,2020-01-29,27,0,1,26,Western Pacific,54,1,52005.5,-206640.0,1
Saint Pierre and Miquelon,France,46.8852,-56.3159,2020-03-01,0,0,0,0,Europe,0,3,51673.5,-27.0,0
Curacao,Netherlands,12.1696,-68.99,2020-05-03,16,1,13,2,Europe,32,5,51677.5,16.0,12
Unknown,New Zealand,-40.9006,174.886,2020-07-02,1530,22,1490,18,Western Pacific,3060,7,393.25,1514.0,1468
Unknown,Slovakia,48.669,19.699,2020-07-02,1700,28,1466,206,Europe,3400,7,811.5,170.0,1438
Tianjin,China,39.3054,117.323,2020-02-06,79,1,2,76,Western Pacific,158,2,831.25,-1621.0,1
Unknown,Nepal,28.1667,84.25,2020-04-16,16,0,2,14,South-East Asia,32,4,831.25,-63.0,2
Unknown,Cabo Verde,16.5388,-23.0418,2020-07-11,1623,19,748,856,Africa,3246,7,854.5,1607.0,729
Western Australia,Australia,-31.9505,115.8605,2020-02-10,0,0,0,0,Western Pacific,0,2,429.5,-1623.0,0
Jiangsu,China,32.9711,119.455,2020-04-28,653,0,647,6,Western Pacific,1306,4,573.0,653.0,647
Unknown,Greece,39.0742,21.8243,2020-07-20,4012,195,1374,2443,Europe,8024,7,1572.0,3359.0,1179
Prince Edward Island,Canada,46.5107,-63.4168,2020-05-14,27,0,0,27,Americas,54,5,1173.0,-3985.0,0
Qinghai,China,35.7452,95.9956,2020-07-19,18,0,18,0,Western Pacific,36,7,1177.5,-9.0,18
Unknown,US,40.0,-100.0,2020-04-29,1043038,61960,120720,860358,Americas,2086076,4,261773.75,1043020.0,58760
Unknown,Saint Vincent and the Grenadines,12.9843,-61.2872,2020-03-28,1,0,1,0,Americas,2,3,260771.0,-1043037.0,1
Unknown,Austria,47.5162,14.5501,2020-04-08,12942,273,4512,8157,Europe,25884,4,263999.75,12941.0,4239
Unknown,Benin,9.3077,2.3158,2020-03-09,0,0,0,0,Africa,0,3,263995.25,-12942.0,0
Unknown,Yemen,15.552727,48.516388,2020-05-01,7,2,1,4,Eastern Mediterranean,14,5,3237.5,7.0,-1
Unknown,Cabo Verde,16.5388,-23.0418,2020-04-07,7,1,1,5,Africa,14,4,3239.0,0.0,0
Unknown,Saint Kitts and Nevis,17.357822,-62.782998,2020-03-01,0,0,0,0,Americas,0,3,3.5,-7.0,0
Guizhou,China,26.8154,106.8748,2020-04-17,146,2,144,0,Western Pacific,292,4,40.0,146.0,142
Liaoning,China,41.2956,122.6085,2020-02-16,121,1,40,80,Western Pacific,242,2,68.5,-25.0,39
Unknown,Suriname,3.9193,-56.0278,2020-03-29,8,0,0,8,Americas,16,3,68.75,-113.0,0
Unknown,Andorra,42.5063,1.5218,2020-06-19,855,52,792,11,Europe,1710,6,282.5,847.0,740
Unknown,Burkina Faso,12.2383,-1.5616,2020-03-07,0,0,0,0,Africa,0,3,246.0,-855.0,0
Unknown,Sierra Leone,8.460555000000001,-11.779889,2020-03-19,0,0,0,0,Africa,0,3,215.75,0.0,0
Unknown,Lebanon,33.8547,35.8623,2020-03-03,13,0,0,13,Eastern Mediterranean,26,3,217.0,13.0,0
Unknown,Portugal,39.3999,-8.2245,2020-03-02,2,0,0,2,Europe,4,3,3.75,-11.0,0
Unknown,Madagascar,-18.766947,46.869107,2020-03-21,3,0,0,3,Africa,6,3,4.5,1.0,0
Shaanxi,China,35.1917,108.8701,2020-03-28,253,3,242,8,Western Pacific,506,3,67.75,250.0,239
Unknown,Indonesia,-0.7893,113.9213,2020-07-02,59394,2987,26667,29740,South-East Asia,118788,7,14913.0,59141.0,23680
St Martin,France,18.0708,-63.0501,2020-03-24,8,0,0,8,Europe,16,3,14914.5,-59386.0,0
Unknown,Tunisia,33.886917,9.537499,2020-05-17,1037,45,816,176,Eastern Mediterranean,2074,5,15173.0,1029.0,771
Unknown,Mauritius,-20.348404,57.552152,2020-02-25,0,0,0,0,Africa,0,2,15109.75,-1037.0,0
Unknown,Latvia,56.8796,24.6032,2020-06-17,1104,30,875,199,Europe,2208,6,537.25,1104.0,845
New South Wales,Australia,-33.8688,151.2093,2020-04-23,2976,31,2006,939,Western Pacific,5952,4,1279.25,1872.0,1975
Unknown,Russia,61.52401,105.318756,2020-05-21,317554,3099,92681,221774,Europe,635108,5,80408.5,314578.0,89582
Unknown,Kenya,-0.0236,37.9062,2020-06-30,6366,148,2039,4179,Africa,12732,6,82000.0,-311188.0,1891
Unknown,Guyana,4.860416000000002,-58.93018000000001,2020-03-07,0,0,0,0,Americas,0,3,81724.0,-6366.0,0
New South Wales,Australia,-33.8688,151.2093,2020-02-10,4,0,2,2,Western Pacific,8,2,80981.0,4.0,2
Yukon,Canada,64.2823,-135.0,2020-06-23,11,0,0,11,Americas,22,6,1595.25,7.0,0
Unknown,Congo (Brazzaville),-0.228,15.8277,2020-07-14,2028,47,589,1392,Africa,4056,7,510.75,2017.0,542
Unknown,Syria,34.802075,38.99681500000001,2020-06-29,269,9,0,260,Eastern Mediterranean,538,6,578.0,-1759.0,-9
Unknown,Equatorial Guinea,1.6508,10.2679,2020-03-09,0,0,0,0,Africa,0,3,577.0,-269.0,0
Saskatchewan,Canada,52.9399,-106.4509,2020-03-13,2,0,0,2,Americas,4,3,574.75,2.0,0
Unknown,Cabo Verde,16.5388,-23.0418,2020-05-20,349,3,85,261,Africa,698,5,155.0,347.0,82
Unknown,Kuwait,29.31166,47.481766,2020-04-05,556,1,99,456,Eastern Mediterranean,1112,4,226.75,207.0,98
Unknown,Djibouti,11.8251,42.5903,2020-03-27,12,0,0,12,Eastern Mediterranean,24,3,229.75,-544.0,0
Unknown,Dominican Republic,18.7357,-70.1627,2020-03-31,1109,51,5,1053,Americas,2218,3,506.5,1097.0,-46
Unknown,Uganda,1.373333,32.290275,2020-07-20,1069,0,1071,-2,Africa,2138,7,686.5,-40.0,1071
Curacao,Netherlands,12.1696,-68.99,2020-05-22,16,1,14,1,Europe,32,5,551.5,-1053.0,13
Unknown,Grenada,12.1165,-61.679,2020-06-20,23,0,23,0,Americas,46,6,554.25,7.0,23
French Polynesia,France,-17.6797,149.4068,2020-04-20,56,0,19,37,Europe,112,4,291.0,33.0,19
Ontario,Canada,51.2538,-85.3232,2020-05-05,19468,1505,0,17963,Americas,38936,5,4890.75,19412.0,-1505
Sint Maarten,Netherlands,18.0425,-63.0548,2020-04-08,40,6,1,33,Europe,80,4,4896.75,-19428.0,-5
Unknown,Hungary,47.1625,19.5033,2020-05-08,3178,392,865,1921,Europe,6356,5,5685.5,3138.0,473
Henan,China,37.8957,114.9042,2020-04-09,1276,22,0,1254,Western Pacific,2552,4,5990.5,-1902.0,-22
Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,2020-03-26,0,0,0,0,Europe,0,3,1123.5,-1276.0,0
Unknown,Sri Lanka,7.873054,80.77179699999998,2020-04-18,254,7,86,161,South-East Asia,508,4,1177.0,254.0,79
Unknown,Iceland,64.9631,-19.0208,2020-07-19,1839,10,1815,14,Europe,3678,7,842.25,1585.0,1805
Unknown,Togo,8.6195,0.8248,2020-03-23,18,0,1,17,Africa,36,3,527.75,-1821.0,1
Channel Islands,United Kingdom,49.3723,-2.3644,2020-05-14,549,43,456,50,Europe,1098,5,665.0,531.0,413
Shandong,China,36.3427,118.1498,2020-02-14,523,2,136,385,Western Pacific,1046,2,732.25,-26.0,134
Unknown,Brunei,4.5353,114.7277,2020-06-17,141,3,138,0,Western Pacific,282,6,307.75,-382.0,135
Jiangsu,China,32.9711,119.455,2020-03-26,640,0,631,9,Western Pacific,1280,3,463.25,499.0,631
Guizhou,China,26.8154,106.8748,2020-02-26,146,2,104,40,Western Pacific,292,2,362.5,-494.0,102
Unknown,Sri Lanka,7.873054,80.77179699999998,2020-06-16,1915,11,1371,533,South-East Asia,3830,6,710.5,1769.0,1360
Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,2020-03-11,0,0,0,0,Europe,0,3,675.25,-1915.0,0
Jiangsu,China,32.9711,119.455,2020-04-25,653,0,646,7,Western Pacific,1306,4,678.5,653.0,646
Unknown,Afghanistan,33.93911,67.709953,2020-07-21,35615,1186,23741,10688,Eastern Mediterranean,71230,7,9545.75,34962.0,22555
Unknown,Russia,61.52401,105.318756,2020-02-13,2,0,2,0,Europe,4,2,9067.5,-35613.0,2
Unknown,Slovakia,48.669,19.699,2020-02-08,0,0,0,0,Europe,0,2,9067.5,-2.0,0
Australian Capital Territory,Australia,-35.4735,149.0124,2020-02-21,0,0,0,0,Western Pacific,0,2,8904.25,0.0,0
Unknown,Singapore,1.2833,103.8333,2020-04-27,14423,14,1095,13314,Western Pacific,28846,4,3606.25,14423.0,1081
Unknown,Kuwait,29.31166,47.481766,2020-07-21,60434,412,50919,9103,Eastern Mediterranean,120868,7,18714.25,46011.0,50507
British Columbia,Canada,53.7267,-127.6476,2020-03-12,46,1,0,45,Americas,92,3,18725.75,-60388.0,-1
Tianjin,China,39.3054,117.323,2020-04-16,186,3,172,11,Western Pacific,372,4,18772.25,140.0,169
Unknown,Malta,35.9375,14.3754,2020-03-20,64,0,2,62,Europe,128,3,15182.5,-122.0,2
Henan,China,37.8957,114.9042,2020-01-26,83,1,0,82,Western Pacific,166,1,94.75,19.0,-1
Unknown,Cuba,21.521757,-77.78116700000002,2020-02-03,0,0,0,0,Americas,0,2,83.25,-83.0,0
Unknown,Japan,36.204824,138.252924,2020-04-11,6951,138,762,6051,Western Pacific,13902,4,1774.5,6951.0,624
Unknown,Estonia,58.5953,25.0136,2020-07-21,2022,69,1912,41,Europe,4044,7,2264.0,-4929.0,1843
Unknown,United Kingdom,55.3781,-3.4360000000000004,2020-04-13,97068,13038,0,84030,Europe,194136,4,26510.25,95046.0,-13038
Unknown,North Macedonia,41.6086,21.7453,2020-02-25,0,0,0,0,Europe,0,2,26510.25,-97068.0,0
Chongqing,China,30.0572,107.874,2020-06-28,582,6,573,3,Western Pacific,1164,6,24918.0,582.0,567
Unknown,Thailand,15.870032,100.992541,2020-03-06,48,1,31,16,South-East Asia,96,3,24424.5,-534.0,30
Unknown,Luxembourg,49.8153,6.1296,2020-04-17,3480,72,579,2829,Europe,6960,4,1027.5,3432.0,507
Unknown,Venezuela,6.4238,-66.5897,2020-02-22,0,0,0,0,Americas,0,2,1027.5,-3480.0,0
British Columbia,Canada,53.7267,-127.6476,2020-06-24,2849,171,0,2678,Americas,5698,6,1594.25,2849.0,-171
French Polynesia,France,-17.6797,149.4068,2020-04-25,57,0,41,16,Europe,114,4,1596.5,-2792.0,41
Unknown,Chad,15.4542,18.7322,2020-06-08,839,70,685,84,Africa,1678,6,936.25,782.0,615
Unknown,Philippines,12.879721,121.774017,2020-03-27,803,54,31,718,Western Pacific,1606,3,1137.0,-36.0,-23
Unknown,Niger,17.607789,8.081666,2020-07-04,1082,68,963,51,Africa,2164,7,695.25,279.0,895
Unknown,Suriname,3.9193,-56.0278,2020-03-20,4,0,0,4,Americas,8,3,682.0,-1078.0,0
Unknown,Laos,19.85627,102.495496,2020-02-13,0,0,0,0,Western Pacific,0,2,472.25,-4.0,0
South Australia,Australia,-34.9285,138.6007,2020-06-15,440,4,436,0,Western Pacific,880,6,381.5,440.0,432
Unknown,Poland,51.9194,19.1451,2020-05-10,15996,800,5698,9498,Europe,31992,5,4110.0,15556.0,4898
Unknown,Brazil,-14.235,-51.9253,2020-02-08,0,0,0,0,Americas,0,2,4109.0,-15996.0,0
Anguilla,United Kingdom,18.2206,-63.0686,2020-03-21,0,0,0,0,Europe,0,3,4109.0,0.0,0
Northwest Territories,Canada,64.8255,-124.8457,2020-03-03,0,0,0,0,Americas,0,3,3999.0,0.0,0
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,2020-03-28,0,0,0,0,Europe,0,3,0.0,0.0,0
Ontario,Canada,51.2538,-85.3232,2020-03-21,377,3,0,374,Americas,754,3,94.25,377.0,-3
Unknown,Argentina,-38.4161,-63.6167,2020-03-01,0,0,0,0,Americas,0,3,94.25,-377.0,0
Unknown,Uzbekistan,41.377491,64.585262,2020-03-06,0,0,0,0,Europe,0,3,94.25,0.0,0
Unknown,Sri Lanka,7.873054,80.77179699999998,2020-03-21,77,0,1,76,South-East Asia,154,3,113.5,77.0,1
Guangdong,China,23.3417,113.4244,2020-06-09,1604,8,1587,9,Western Pacific,3208,6,420.25,1527.0,1579
Unknown,Syria,34.802075,38.99681500000001,2020-04-23,42,3,0,39,Eastern Mediterranean,84,4,430.75,-1562.0,-3
Unknown,Eswatini,-26.5225,31.4659,2020-07-23,2021,28,882,1111,Africa,4042,7,936.0,1979.0,854
Unknown,Afghanistan,33.93911,67.709953,2020-03-21,24,0,1,23,Eastern Mediterranean,48,3,922.75,-1997.0,1
Unknown,Benin,9.3077,2.3158,2020-04-28,64,1,33,30,Africa,128,4,537.75,40.0,32
Unknown,Holy See,41.9029,12.4534,2020-02-01,0,0,0,0,Europe,0,2,527.25,-64.0,0
Unknown,Zambia,-13.133897,27.849332,2020-06-17,1412,11,1142,259,Africa,2824,6,375.0,1412.0,1131
Inner Mongolia,China,44.0935,113.9448,2020-05-29,232,1,205,26,Western Pacific,464,5,427.0,-1180.0,204
Unknown,Russia,61.52401,105.318756,2020-07-21,782040,12561,561397,208082,Europe,1564080,7,195921.0,781808.0,548836
Unknown,Ukraine,48.3794,31.1656,2020-04-25,8125,201,782,7142,Europe,16250,4,197952.25,-773915.0,581
Unknown,Gambia,13.4432,-15.3101,2020-03-28,3,1,0,2,Africa,6,3,197600.0,-8122.0,-1
Unknown,Israel,31.046051,34.851612,2020-03-07,43,0,2,41,Europe,86,3,197552.75,40.0,2
Chongqing,China,30.0572,107.874,2020-01-31,211,0,1,210,Western Pacific,422,1,2095.5,168.0,1
Unknown,Israel,31.046051,34.851612,2020-06-03,17377,291,14983,2103,Europe,34754,6,4408.5,17166.0,14692
Isle of Man,United Kingdom,54.2361,-4.5481,2020-05-19,335,24,300,11,Europe,670,5,4491.5,-17042.0,276
Unknown,Hungary,47.1625,19.5033,2020-04-28,2649,291,516,1842,Europe,5298,4,5143.0,2314.0,225
Unknown,Lebanon,33.8547,35.8623,2020-03-23,267,4,8,255,Eastern Mediterranean,534,3,5157.0,-2382.0,4
Shanghai,China,31.202,121.4491,2020-03-24,414,4,330,80,Western Pacific,828,3,916.25,147.0,326
Unknown,Yemen,15.552727,48.516388,2020-06-22,967,257,350,360,Eastern Mediterranean,1934,6,1074.25,553.0,93
Saint Barthelemy,France,17.9,-62.8333,2020-06-23,6,0,6,0,Europe,12,6,413.5,-961.0,6
Unknown,Bangladesh,23.685,90.3563,2020-01-27,0,0,0,0,South-East Asia,0,1,346.75,-6.0,0
Western Australia,Australia,-31.9505,115.8605,2020-04-28,550,8,495,47,Western Pacific,1100,4,380.75,550.0,487
Unknown,Uruguay,-32.5228,-55.7658,2020-04-23,557,12,354,191,Americas,1114,4,278.25,7.0,342
Tibet,China,31.6927,88.0924,2020-06-05,1,0,1,0,Western Pacific,2,6,277.0,-556.0,1
Unknown,Iraq,33.223191,43.679291,2020-03-02,26,0,0,26,Eastern Mediterranean,52,3,283.5,25.0,0
Manitoba,Canada,53.7609,-98.8139,2020-02-20,0,0,0,0,Americas,0,2,146.0,-26.0,0
Unknown,Guinea-Bissau,11.8037,-15.1804,2020-03-07,0,0,0,0,Africa,0,3,6.75,0.0,0
Unknown,Japan,36.204824,138.252924,2020-02-14,43,1,9,33,Western Pacific,86,2,17.25,43.0,8
Unknown,Qatar,25.3548,51.1839,2020-07-14,104533,150,101160,3223,Eastern Mediterranean,209066,7,26144.0,104490.0,101010
Cayman Islands,United Kingdom,19.3133,-81.2546,2020-01-27,0,0,0,0,Europe,0,1,26144.0,-104533.0,0
Unknown,Moldova,47.4116,28.3699,2020-04-28,3638,103,975,2560,Europe,7276,4,27053.5,3638.0,872
Reunion,France,-21.1151,55.5364,2020-02-11,0,0,0,0,Europe,0,2,27042.75,-3638.0,0
Unknown,Finland,61.92411,25.748151,2020-05-28,6743,313,5500,930,Europe,13486,5,2595.25,6743.0,5187
Unknown,Turkey,38.9637,35.2433,2020-05-18,150593,4171,111577,34845,Europe,301186,5,40243.5,143850.0,107406
Unknown,Mozambique,-18.665695,35.529562,2020-01-29,0,0,0,0,Africa,0,1,39334.0,-150593.0,0
Ontario,Canada,51.2538,-85.3232,2020-04-10,6237,222,0,6015,Americas,12474,4,40893.25,6237.0,-222
Unknown,Eritrea,15.1794,39.7823,2020-03-07,0,0,0,0,Africa,0,3,39207.5,-6237.0,0
Unknown,Laos,19.85627,102.495496,2020-03-11,0,0,0,0,Western Pacific,0,3,1559.25,0.0,0
Aruba,Netherlands,12.5211,-69.9683,2020-05-28,101,3,98,0,Europe,202,5,1584.5,101.0,95
Unknown,Finland,61.92411,25.748151,2020-06-01,6885,318,5500,1067,Europe,13770,6,1746.5,6784.0,5182
Unknown,Norway,60.472,8.4689,2020-04-12,6525,128,32,6365,Europe,13050,4,3377.75,-360.0,-96
Unknown,Equatorial Guinea,1.6508,10.2679,2020-05-21,903,10,22,871,Africa,1806,5,3603.5,-5622.0,12
Unknown,Kosovo,42.602636,20.902977,2020-05-18,955,29,691,235,Europe,1910,5,3817.0,52.0,662
Channel Islands,United Kingdom,49.3723,-2.3644,2020-01-25,0,0,0,0,Europe,0,1,2095.75,-955.0,0
Unknown,Benin,9.3077,2.3158,2020-04-26,64,1,33,30,Africa,128,4,480.5,64.0,32
Unknown,Saudi Arabia,23.885942,45.079162,2020-02-03,0,0,0,0,Eastern Mediterranean,0,2,254.75,-64.0,0
Unknown,Congo (Brazzaville),-0.228,15.8277,2020-05-13,333,11,53,269,Africa,666,5,99.25,333.0,42
Unknown,Chad,15.4542,18.7322,2020-05-24,675,60,215,400,Africa,1350,5,268.0,342.0,155
Unknown,Saudi Arabia,23.885942,45.079162,2020-06-20,154233,1230,98917,54086,Eastern Mediterranean,308466,6,38810.25,153558.0,97687
Unknown,Mexico,23.6345,-102.5528,2020-07-01,231770,28510,178526,24734,Americas,463540,7,96752.75,77537.0,150016
New South Wales,Australia,-33.8688,151.2093,2020-06-25,3168,49,2782,337,Western Pacific,6336,6,97461.5,-228602.0,2733
Unknown,Burma,21.9162,95.956,2020-06-24,293,6,208,79,South-East Asia,586,6,97366.0,-2875.0,202
Unknown,Grenada,12.1165,-61.679,2020-03-22,1,0,0,1,Americas,2,3,58808.0,-292.0,0
Unknown,Guyana,4.860416000000002,-58.93018000000001,2020-05-03,82,9,22,51,Americas,164,5,886.0,81.0,13
Unknown,Brunei,4.5353,114.7277,2020-07-23,141,3,138,0,Western Pacific,282,7,129.25,59.0,135
Unknown,United Arab Emirates,23.424076,53.847818,2020-04-08,2659,12,239,2408,Eastern Mediterranean,5318,4,720.75,2518.0,227
Jiangsu,China,32.9711,119.455,2020-05-06,653,0,651,2,Western Pacific,1306,5,883.75,-2006.0,651
Unknown,Italy,41.87194,12.56738,2020-03-06,4636,197,523,3916,Europe,9272,3,2022.25,3983.0,326
Unknown,Burma,21.9162,95.956,2020-06-02,232,6,143,83,South-East Asia,464,6,2045.0,-4404.0,137
Channel Islands,United Kingdom,49.3723,-2.3644,2020-04-08,351,8,38,305,Europe,702,4,1468.0,119.0,30
Unknown,Botswana,-22.3285,24.6849,2020-06-19,89,1,25,63,Africa,178,6,1327.0,-262.0,24
Unknown,Mauritius,-20.348404,57.552152,2020-01-24,0,0,0,0,Africa,0,1,168.0,-89.0,0
Unknown,Lithuania,55.1694,23.8813,2020-01-25,0,0,0,0,Europe,0,1,110.0,0.0,0
Unknown,Zambia,-13.133897,27.849332,2020-01-31,0,0,0,0,Africa,0,1,22.25,0.0,0
Unknown,Yemen,15.552727,48.516388,2020-04-20,1,0,0,1,Eastern Mediterranean,2,4,0.25,1.0,0
Unknown,Croatia,45.1,15.2,2020-02-13,0,0,0,0,Europe,0,2,0.25,-1.0,0
Unknown,Mongolia,46.8625,103.8467,2020-02-18,0,0,0,0,Western Pacific,0,2,0.25,0.0,0
Unknown,Burma,21.9162,95.956,2020-05-04,161,6,49,106,South-East Asia,322,5,40.5,161.0,43
Unknown,Georgia,42.3154,43.3569,2020-02-01,0,0,0,0,Europe,0,2,40.25,-161.0,0
Unknown,Fiji,-17.7134,178.065,2020-06-12,18,0,18,0,Western Pacific,36,6,44.75,18.0,18
